name,isExcluded,orderProximity,memoryFactor,bookmarkFactor,totalWeight,picks,expectedPct,actualPct,delta%,lastSeen
"File 172","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:57.622Z"
"File 173","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 175","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 242","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:48.952Z"
"File 344","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:16.440Z"
"File 235","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:36.475Z"
"File 339","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 335","false","0.0000","0.5638984138618348","1","0.3912827184296878","2","0.103","1.000","0.90","2026-05-21T18:34:14.598Z"
"File 227","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 367","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 331","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:40.960Z"
"File 305","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:45.666Z"
"File 223","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:00.682Z"
"File 366","false","0.0000","0.8451700641394974","1","0.5864539287619341","2","0.155","1.000","0.85","2026-05-21T18:33:00.618Z"
"File 303","false","0.0000","0.6692321861583134","1","0.5687379960575999","1","0.150","0.500","0.35","2026-05-21T18:33:48.950Z"
"File 301","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 219","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 361","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 354","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 299","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:10.900Z"
"File 183","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:34:10.607Z"
"File 352","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:23.138Z"
"File 347","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 298","false","0.0000","0.647362032626766","1","0.5501519394538281","1","0.145","0.500","0.35","2026-05-21T18:33:52.507Z"
"File 396","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:36:10.510Z"
"File 177","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:32:45.972Z"
"File 394","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:11.421Z"
"File 294","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 393","false","0.0000","0.7487837491108397","1","0.6363438246962226","1","0.168","0.500","0.33","2026-05-21T18:33:23.812Z"
"File 292","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 289","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 246","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 375","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 447","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 176","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 178","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 179","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 184","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 180","false","0.0000","1","2.5","2.124591463996994","1","0.561","0.500","-0.06","2026-05-21T18:32:41.095Z"
"File 168","false","0.0000","0.3866746531863724","1","0.26830915946447675","2","0.071","1.000","0.93","2026-05-21T18:35:21.928Z"
"File 167","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:33:04.967Z"
"File 166","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 189","false","0.0000","1","2.5","0.693888666488711","2","0.183","1.000","0.82","2026-05-21T18:36:19.688Z"
"File 192","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:53.044Z"
"File 191","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 193","false","0.0000","1","2.5","2.124591463996994","1","0.561","0.500","-0.06","2026-05-21T18:32:50.098Z"
"File 194","false","0.0000","1","2.5","1.7347216662217773","2","0.458","1.000","0.54","2026-05-21T18:33:44.228Z"
"File 190","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:34:21.905Z"
"File 195","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:33:14.652Z"
"File 174","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 181","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 182","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 188","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 196","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:46.624Z"
"File 338","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 336","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 220","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 215","false","0.0000","0.5739695482936233","1","0.48778032115953696","1","0.129","0.500","0.37","2026-05-21T18:34:12.377Z"
"File 211","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 205","false","0.0000","1","2.5","3.0046260628866577","0","0.793","0.000","-0.79","never"
"File 199","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 198","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 163","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:33:35.211Z"
"File 164","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 432","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 414","false","0.0000","1","2.5","2.124591463996994","1","0.561","0.500","-0.06","2026-05-21T18:31:55.092Z"
"File 418","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:24.502Z"
"File 417","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 416","false","0.0000","0.6258859897251066","1","0.5319008124821086","1","0.140","0.500","0.36","2026-05-21T18:33:56.375Z"
"File 415","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 412","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:32:33.621Z"
"File 378","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 373","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 359","false","0.0000","0.8328138413766392","1","0.7077556713949416","1","0.187","0.500","0.31","2026-05-21T18:33:02.297Z"
"File 357","false","0.0000","1","2.5","1.7347216662217773","2","0.458","1.000","0.54","2026-05-21T18:30:51.409Z"
"File 351","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 350","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:32:01.775Z"
"File 343","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 264","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 161","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 088","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 004","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 413","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 409","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 031","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 030","false","0.0000","0.7605195400188035","1","0.5277158894622554","2","0.139","1.000","0.86","2026-05-21T18:33:21.590Z"
"File 029","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 028","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 027","false","0.0000","0.2763030492695169","1","0","1","0.000","0.500","0.50","2026-05-21T18:36:03.763Z"
"File 026","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 025","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:30:49.753Z"
"File 024","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:07.087Z"
"File 444","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 442","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 429","false","0.0000","1","2.5","0.693888666488711","2","0.183","1.000","0.82","2026-05-21T18:33:32.723Z"
"File 421","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 382","false","0.0000","0.6365742963376139","1","0.5409841264795149","1","0.143","0.500","0.36","2026-05-21T18:33:54.390Z"
"File 379","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 376","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 370","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:31:38.904Z"
"File 364","false","0.0000","1","2.5","3.0046260628866577","0","0.793","0.000","-0.79","never"
"File 360","false","0.0000","0.9470714806775237","1","0.6571621667968158","2","0.173","1.000","0.83","2026-05-21T18:32:35.814Z"
"File 356","false","0.0000","1","2.5","2.124591463996994","1","0.561","0.500","-0.06","2026-05-21T18:34:53.560Z"
"File 056","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:37.869Z"
"File 055","false","0.0000","0.3243962580174371","1","0.2756838082945653","1","0.073","0.500","0.43","2026-05-21T18:35:43.155Z"
"File 054","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 053","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 052","false","0.0000","0.29049619353670286","1","0","1","0.000","0.500","0.50","2026-05-21T18:35:57.414Z"
"File 051","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 046","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 045","false","0.0000","0.4692526849474299","1","0.3987880995587921","1","0.105","0.500","0.39","2026-05-21T18:34:43.532Z"
"File 425","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 203","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 202","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 201","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 212","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 210","false","0.0000","0.3574568457577011","1","0.3037799052976407","1","0.080","0.500","0.42","2026-05-21T18:35:31.913Z"
"File 209","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:36.662Z"
"File 207","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 006","false","0.0000","1","2.5","1.5023130314433288","3","0.396","1.500","1.10","2026-05-21T18:35:00.501Z"
"File 200","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:59.471Z"
"File 204","false","0.0000","0.2550620241920879","1","0","1","0.000","0.500","0.50","2026-05-21T18:36:24.430Z"
"File 407","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 445","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 017","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 009","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 446","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 431","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 430","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:56.699Z"
"File 011","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:32:04.167Z"
"File 033","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 034","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 408","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 040","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 041","false","0.0000","0.2577934960798569","1","0","2","0.000","1.000","1.00","2026-05-21T18:36:17.765Z"
"File 237","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:32:06.604Z"
"File 218","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 217","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:21.059Z"
"File 216","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 214","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 213","false","0.0000","0.8083621494202914","1","0.6869757289906454","1","0.181","0.500","0.32","2026-05-21T18:33:09.809Z"
"File 240","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 239","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 238","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 253","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 254","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 042","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:14.004Z"
"File 255","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 256","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 014","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 035","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 078","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 043","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 044","false","0.0000","0.5841461444238634","1","0.49642876486787807","1","0.131","0.500","0.37","2026-05-21T18:34:07.511Z"
"File 047","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 257","false","0.0000","0.2643175665310227","1","0","1","0.000","0.500","0.50","2026-05-21T18:36:14.060Z"
"File 260","false","0.0000","0.48726804116875555","1","0.4140982083782695","1","0.109","0.500","0.39","2026-05-21T18:34:37.724Z"
"File 036","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 016","false","0.0000","0.5539338572807493","1","0.47075325791904354","1","0.124","0.500","0.38","2026-05-21T18:34:18.395Z"
"File 015","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 007","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 419","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 008","false","0.0000","0.8954501747505534","1","0.7609863190838568","1","0.201","0.500","0.30","2026-05-21T18:32:52.386Z"
"File 010","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:31.126Z"
"File 420","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 079","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 048","false","0.0000","0.5343291253219002","1","0.4540924394495557","1","0.120","0.500","0.38","2026-05-21T18:34:24.235Z"
"File 261","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:57.225Z"
"File 037","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 011","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 080","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 081","false","0.0000","0.5057514586717557","1","0.4298060927992162","1","0.113","0.500","0.39","2026-05-21T18:34:33.807Z"
"File 049","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 038","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 039","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 050","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 262","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 263","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 077","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 076","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 075","false","0.0000","0.2855411406652375","1","0","1","0.000","0.500","0.50","2026-05-21T18:35:59.765Z"
"File 074","false","0.0000","0.9082311365824824","1","0.771848048047772","1","0.204","0.500","0.30","2026-05-21T18:32:48.241Z"
"File 073","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 072","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 060","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:54.041Z"
"File 057","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 062","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:30:02.785Z"
"File 061","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 069","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:32:08.985Z"
"File 063","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 070","false","0.0000","0.7141272705180995","1","0.6068914812600905","1","0.160","0.500","0.34","2026-05-21T18:33:29.940Z"
"File 068","false","0.0000","0.35052552630197764","1","0.2978894164376942","1","0.079","0.500","0.42","2026-05-21T18:35:34.532Z"
"File 066","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 067","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 322","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:44.277Z"
"File 321","false","0.0000","1","2.5","3.0046260628866577","0","0.793","0.000","-0.79","never"
"File 363","false","0.0000","0.3010310363079829","1","0","1","0.000","0.500","0.50","2026-05-21T18:35:53.596Z"
"File 281","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 280","false","0.0000","0.379152362918472","1","0.32221754952435033","1","0.085","0.500","0.41","2026-05-21T18:35:24.377Z"
"File 317","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 282","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:35.012Z"
"File 318","false","0.0000","1","2.5","2.124591463996994","1","0.561","0.500","-0.06","2026-05-21T18:31:26.762Z"
"File 319","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 320","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 268","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 269","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 274","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:49.316Z"
"File 273","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 272","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:31:47.057Z"
"File 270","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 276","false","0.0000","1","2.5","3.0046260628866577","0","0.793","0.000","-0.79","never"
"File 275","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 277","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:31:03.727Z"
"File 279","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 265","false","0.0000","1","2.5","0.8498365855987976","1","0.224","0.500","0.28","2026-05-21T18:34:00.760Z"
"File 266","false","0.0000","0.40213857044997403","1","0.3417520696487874","1","0.090","0.500","0.41","2026-05-21T18:35:16.749Z"
"File 271","false","0.0000","1","2.5","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 278","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 071","false","0.0000","0.7027612078902767","1","0.5972321854047595","1","0.158","0.500","0.34","2026-05-21T18:33:39.691Z"
"File 058","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:40.880Z"
"File 064","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 065","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 401","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 059","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"
"File 423","false","0.0000","1","1","0.8498365855987975","1","0.224","0.500","0.28","2026-05-21T18:29:51.737Z"
"File 433","false","0.0000","1","1","1.2018504251546631","0","0.317","0.000","-0.32","never"